lon	lat	2011-2040_PRCPTOT JJA (mm)_RCP45	2011-2040_PRCPTOT JJA (mm)_RCP85	2011-2040_TX30 (days)_RCP45	2011-2040_TX30 (days)_RCP85	2011-2040_PR95PERC (%)_RCP45	2011-2040_PR95PERC (%)_RCP85	2041-2070_PRCPTOT JJA (mm)_RCP45	2041-2070_PRCPTOT JJA (mm)_RCP85	2041-2070_TX30 (days)_RCP45	2041-2070_TX30 (days)_RCP85	2041-2070_PR95PERC (%)_RCP45	2041-2070_PR95PERC (%)_RCP85	2071-2100_PRCPTOT JJA (mm)_RCP45	2071-2100_PRCPTOT JJA (mm)_RCP85	2071-2100_TX30 (days)_RCP45	2071-2100_TX30 (days)_RCP85	2071-2100_PR95PERC (%)_RCP45	2071-2100_PR95PERC (%)_RCP85
13,8111	37,7670	0	-4	11	9	6	0	-12	-14	24	32	1	7	-8	-13	29	57	4	26
13,8994	37,7633	-1	-4	12	10	11	2	-13	-15	24	33	1	6	-9	-15	30	59	10	22
13,9877	37,7596	-3	-3	12	11	18	4	-14	-15	26	35	12	8	-9	-17	31	61	14	31
14,0760	37,7557	-4	-3	12	11	16	9	-15	-15	26	35	11	6	-8	-18	32	61	17	35
14,1642	37,7518	-4	-3	12	12	12	5	-14	-13	26	34	11	8	-7	-17	32	60	15	31
14,2525	37,7477	-2	0	12	11	12	6	-11	-10	25	34	7	5	-4	-14	31	59	15	26
14,3407	37,7436	-2	2	12	12	12	9	-12	-9	26	34	4	3	-4	-15	32	59	14	27
14,4289	37,7395	-2	5	12	12	15	17	-12	-10	27	34	-1	0	-4	-17	32	60	15	34
14,5172	37,7352	-1	6	12	12	16	18	-12	-11	27	36	7	8	-3	-17	33	61	25	65
14,6054	37,7308	1	7	10	11	9	13	-12	-9	27	35	2	6	-3	-16	32	56	6	43
14,6936	37,7264	1	6	10	11	20	15	-11	-7	27	34	6	14	-4	-14	32	54	12	30
14,7818	37,7219	-1	3	11	12	9	15	-11	-9	28	36	-8	-2	-4	-15	34	59	4	21
14,8699	37,7173	-6	0	8	8	11	12	-17	-17	19	29	3	-1	-7	-23	24	58	18	22
14,9581	37,7126	-8	0	3	2	7	18	-14	-17	10	16	13	11	-7	-24	15	47	23	39
15,0462	37,7078	-14	1	6	6	7	21	-24	-24	15	24	18	12	-10	-34	19	50	44	61
15,1344	37,7029	-11	-1	7	7	8	26	-20	-13	18	27	33	20	-2	-23	24	53	35	71
12,4887	37,8836	-6	-5	12	12	-1	-3	-10	-9	28	37	9	9	-7	-13	34	65	21	14
12,5772	37,8812	-6	-2	14	14	14	11	-10	-9	30	38	19	16	-7	-12	36	64	26	27
12,6657	37,8787	-5	-1	13	14	10	5	-10	-8	30	39	17	11	-6	-13	37	64	23	27
12,7543	37,8761	-2	-2	14	14	12	3	-9	-10	29	38	19	9	-5	-13	36	64	20	29
12,8428	37,8734	-1	-2	13	14	6	2	-7	-9	30	37	22	14	-4	-11	36	63	25	28
12,9313	37,8706	-2	-2	12	12	7	1	-8	-9	30	35	24	24	-5	-11	35	60	17	34
13,0198	37,8678	-3	-1	12	14	12	7	-7	-9	31	35	16	22	-6	-10	35	60	23	36
13,1082	37,8649	-3	0	12	13	8	8	-8	-10	29	35	7	15	-5	-11	35	58	14	26
13,1967	37,8619	-2	1	12	11	6	8	-7	-8	29	35	10	13	-5	-11	35	58	13	25
13,2852	37,8588	-2	2	13	12	5	0	-7	-9	28	35	10	3	-6	-11	35	61	17	19
13,3736	37,8556	-2	2	12	11	7	1	-8	-11	26	34	13	2	-6	-12	32	60	17	26
13,4621	37,8523	-1	2	11	10	13	8	-8	-11	25	33	16	3	-4	-12	30	59	21	33
13,5505	37,8490	-2	2	11	10	12	12	-9	-11	25	33	18	12	-4	-11	30	58	18	41
13,6390	37,8455	-2	3	10	10	6	14	-11	-10	25	32	17	17	-5	-10	28	57	10	41
13,7274	37,8420	-4	-3	11	10	0	4	-14	-10	25	32	7	6	-8	-12	28	58	10	23
13,8158	37,8384	-4	-2	9	8	-1	0	-14	-15	22	29	1	7	-9	-13	26	55	8	15
13,9042	37,8347	-4	-4	9	8	3	1	-15	-17	21	30	9	6	-11	-16	25	56	8	13
13,9926	37,8309	-3	-3	9	8	12	1	-15	-17	20	30	11	8	-10	-16	26	58	14	18
14,0810	37,8271	-4	-2	9	7	11	1	-14	-16	21	31	13	3	-5	-16	26	58	14	22
14,1694	37,8232	-3	-2	9	8	14	1	-14	-14	20	30	14	5	-8	-15	26	57	9	19
14,2577	37,8191	-1	0	10	8	9	1	-14	-12	22	30	7	3	-6	-13	27	57	6	16
14,3461	37,8150	-1	2	10	9	9	3	-13	-12	21	30	4	2	-4	-14	26	58	3	17
14,4344	37,8108	1	1	9	8	10	5	-13	-13	21	30	3	2	-4	-17	26	59	10	20
14,5228	37,8065	1	1	9	9	13	15	-14	-14	22	31	8	7	-4	-20	27	59	11	29
14,6111	37,8022	-1	3	10	10	11	20	-16	-15	24	33	7	7	-4	-21	29	60	17	36
14,6994	37,7977	-2	5	11	12	7	12	-16	-13	27	36	5	6	-7	-20	32	61	9	26
14,7877	37,7932	-1	4	11	11	10	14	-15	-13	26	35	-3	0	-7	-19	31	62	8	24
14,8759	37,7886	-4	0	7	6	10	14	-16	-16	17	26	3	1	-7	-23	23	56	18	24
14,9642	37,7839	-8	-1	3	2	5	13	-14	-16	10	15	5	1	-7	-21	13	42	13	26
15,0525	37,7791	-8	2	6	4	4	11	-22	-22	15	23	5	8	-8	-32	19	49	28	45
15,1407	37,7743	-9	0	8	7	7	29	-24	-17	19	27	22	20	-8	-28	23	54	33	75
15,2289	37,7693	2	5	11	12	21	23	-8	-2	29	40	9	20	4	-9	36	66	23	49
12,0485	37,9659	-11	-8	0	0	13	8	-14	-11	0	1	1	16	-11	-16	0	8	18	24
12,4918	37,9550	-6	-3	3	3	9	2	-9	-8	7	13	11	16	-5	-11	10	28	21	26
12,5804	37,9526	-7	-1	13	13	7	7	-9	-8	30	37	11	13	-5	-12	34	63	23	22
12,6690	37,9501	-6	0	13	13	12	1	-9	-8	30	36	16	12	-5	-11	34	61	21	26
12,7577	37,9475	-4	-2	12	13	11	-2	-8	-9	29	35	13	12	-5	-10	35	61	16	23
12,8463	37,9448	-3	-1	12	10	12	3	-8	-9	27	34	19	18	-5	-11	33	59	21	27
12,9349	37,9421	-4	-1	11	11	10	-1	-8	-9	27	34	21	16	-4	-8	31	59	19	36
13,0235	37,9392	-4	0	11	12	11	4	-8	-9	28	35	17	25	-5	-9	32	59	25	36
13,1121	37,9363	-3	0	12	13	9	4	-7	-10	31	37	11	17	-4	-11	36	61	16	27
13,2007	37,9333	-2	1	12	12	12	7	-8	-8	28	35	13	17	-5	-11	35	61	21	31
13,2893	37,9302	-2	0	12	11	8	-1	-8	-5	26	34	12	7	-6	-12	33	60	17	26
13,3778	37,9270	-2	2	11	9	8	7	-8	-10	25	33	15	10	-5	-11	30	59	16	31
13,4664	37,9237	-3	2	9	9	5	8	-9	-7	25	32	10	11	-3	-10	28	57	9	27
13,5549	37,9204	-3	1	10	10	12	22	-10	-8	26	34	23	26	-4	-10	29	59	17	38
13,6435	37,9169	-4	-1	9	8	9	20	-12	-4	23	32	16	22	-6	-9	27	57	11	36
13,7320	37,9134	-6	-3	9	8	-1	15	-13	-9	23	32	12	17	-6	-10	28	58	12	21
13,8205	37,9098	-5	-1	9	9	1	6	-13	-11	23	31	8	11	-5	-10	28	57	15	24
13,9091	37,9061	-5	-1	9	8	4	4	-14	-14	21	30	10	7	-8	-13	27	55	11	17
13,9976	37,9023	-4	1	7	6	1	4	-13	-15	18	27	8	2	-8	-13	23	54	6	8
14,0861	37,8985	-3	2	8	6	9	8	-15	-16	18	27	12	5	-9	-14	22	53	8	16
14,1745	37,8945	-1	2	7	5	15	7	-15	-14	18	26	14	7	-7	-12	21	53	11	16
14,2630	37,8905	1	3	7	5	6	5	-13	-13	19	27	10	-2	-5	-11	22	53	7	13
14,3515	37,8864	3	2	7	6	1	-1	-13	-14	19	27	2	-1	-4	-11	23	54	1	13
14,4399	37,8822	2	0	6	5	5	0	-13	-14	16	23	5	3	-4	-13	21	51	9	15
14,5283	37,8779	-1	4	6	4	7	2	-14	-14	15	23	3	3	-4	-16	20	49	10	13
14,6168	37,8735	-1	1	6	6	8	2	-14	-13	18	27	4	3	-3	-16	24	54	10	25
14,7052	37,8691	-3	2	8	7	10	11	-15	-14	21	30	6	12	-5	-20	26	59	10	28
14,7936	37,8646	-3	1	8	8	10	12	-14	-13	21	30	4	8	-6	-20	26	60	17	27
14,8820	37,8599	-5	1	7	7	2	11	-13	-14	19	28	7	1	-7	-20	23	58	5	18
14,9704	37,8552	-8	1	6	5	-1	3	-15	-16	16	24	2	-6	-7	-21	19	53	10	13
15,0587	37,8504	-8	1	5	4	4	8	-19	-14	14	23	5	4	-3	-23	19	50	19	46
15,1471	37,8456	-5	5	9	10	-2	11	-14	-9	22	30	16	13	1	-18	26	58	28	59
15,2354	37,8406	1	7	10	12	12	13	-8	-2	28	37	1	8	4	-9	32	64	18	42
12,5836	38,0241	-4	-1	11	10	15	6	-8	-7	26	35	13	18	-5	-11	30	61	24	29
12,6723	38,0216	-4	-1	11	10	9	-3	-9	-9	26	34	11	8	-5	-11	30	58	17	22
12,7611	38,0190	-3	-1	10	10	11	1	-9	-9	25	34	15	11	-4	-11	31	58	23	28
12,8498	38,0163	-2	0	10	9	13	5	-8	-9	23	32	22	11	-3	-8	28	57	23	34
12,9385	38,0135	-2	2	10	11	14	5	-7	-9	25	35	16	9	-3	-7	30	60	20	35
13,0272	38,0107	-3	0	10	10	3	-2	-9	-9	26	35	11	12	-3	-9	30	58	12	31
13,1159	38,0077	-2	0	11	10	5	7	-10	-8	28	35	11	15	-5	-11	32	59	15	26
13,2046	38,0047	0	1	11	11	9	3	-9	-9	26	34	12	13	-4	-11	32	60	18	21
13,2933	38,0016	-1	3	11	10	8	3	-9	-9	24	33	15	11	-4	-10	30	58	18	26
13,3820	37,9984	0	4	10	10	9	10	-8	-9	25	32	20	18	-2	-8	28	57	13	30
13,4707	37,9952	-1	4	10	11	10	15	-10	-8	27	35	28	20	-2	-8	31	61	17	41
13,5593	37,9918	-1	2	9	9	14	20	-10	-7	22	33	24	18	-4	-8	29	60	16	47
13,6480	37,9883	-1	0	1	2	13	7	-10	-5	5	11	12	11	-4	-7	8	25	12	36
13,8253	37,9812	-4	-1	2	2	5	7	-11	-9	4	10	9	13	-4	-7	8	24	14	21
13,9139	37,9775	-3	1	9	9	-1	5	-9	-10	22	32	14	15	-4	-9	28	59	13	21
14,0025	37,9737	-1	13	8	8	5	8	-8	-10	20	29	16	14	-5	-9	26	55	9	22
14,0911	37,9699	0	3	7	7	10	12	-11	-11	18	28	14	3	-5	-9	24	54	15	15
14,1797	37,9659	0	2	7	7	14	13	-12	-11	18	28	19	11	-6	-9	23	55	16	14
14,2683	37,9619	0	3	7	7	5	2	-11	-11	18	28	14	3	-5	-9	24	54	9	15
14,3569	37,9578	-1	3	7	7	-1	2	-11	-13	19	28	8	1	-6	-10	23	54	6	14
14,4454	37,9536	-7	-4	6	5	6	9	-15	-20	16	24	12	4	-10	-17	20	51	8	17
14,5340	37,9493	1	1	5	3	9	3	-10	-16	14	21	9	1	-4	-15	17	47	-2	18
14,6225	37,9449	0	1	5	2	14	5	-12	-15	13	20	7	8	-3	-16	16	45	3	12
14,7110	37,9404	-3	3	5	3	6	5	-13	-14	13	21	9	0	-3	-18	17	47	6	14
14,7995	37,9359	0	3	6	5	7	5	-11	-13	16	24	8	0	-3	-17	21	53	9	20
14,8880	37,9313	-5	4	7	5	4	5	-12	-13	18	26	7	-2	-4	-18	21	55	5	15
14,9765	37,9266	-6	2	6	6	2	4	-14	-14	17	26	3	-3	-5	-18	22	54	7	19
15,0650	37,9218	-2	3	7	7	-1	6	-11	-9	18	29	2	-1	-1	-12	24	56	11	25
15,1534	37,9169	-4	-1	8	9	1	7	-12	-8	21	30	-1	2	-2	-15	26	57	7	39
15,2419	37,9119	0	5	9	10	14	17	-8	-2	24	32	2	9	15	-10	28	58	28	52
15,3303	37,9069	4	6	9	12	17	27	-4	0	27	35	11	28	14	-6	32	61	32	78
12,6757	38,0930	-5	-1	3	3	8	-6	-9	-8	6	12	15	8	-5	-10	11	28	9	22
12,7645	38,0904	-4	1	9	9	20	3	-9	-8	22	33	25	20	-4	-9	28	56	23	38
13,1198	38,0792	-4	0	11	11	3	-5	-10	-6	27	35	2	9	-4	-10	32	60	8	22
13,2086	38,0761	-3	2	10	9	5	4	-10	-10	25	33	14	11	-2	-10	29	58	11	24
13,2974	38,0730	-3	3	9	9	10	-3	-10	-10	24	32	16	15	-2	-9	29	57	15	34
13,3862	38,0698	-3	4	9	9	19	10	-11	-9	23	32	16	23	-2	-8	29	61	15	35
13,4750	38,0666	-2	2	11	12	16	10	-10	-8	27	36	13	23	-2	-7	33	66	13	45
14,4509	38,0249	-2	1	2	3	1	-2	-6	-7	5	12	5	5	-4	-9	9	27	2	14
14,5396	38,0206	-6	1	8	7	1	3	-9	-12	19	30	2	7	-8	-14	26	56	2	19
14,6282	38,0163	-6	1	6	6	0	6	-10	-17	16	25	8	9	-1	-16	21	51	5	18
14,7168	38,0118	-3	0	6	4	7	8	-10	-19	14	22	10	5	-8	-18	19	48	-1	15
14,8055	38,0073	-2	6	5	3	12	9	-10	-14	14	22	9	3	-4	-15	18	48	5	14
14,8941	38,0026	-4	8	6	5	15	7	-9	-12	16	24	14	5	-3	-13	21	52	6	15
14,9827	37,9979	-4	5	7	6	5	5	-10	-13	18	26	7	-2	-4	-13	23	54	2	14
15,0712	37,9931	0	3	9	7	-1	-3	-10	-10	19	29	0	-12	-4	-10	24	55	4	5
15,1598	37,9882	-1	1	8	6	2	2	-10	-8	18	27	0	-8	2	-10	24	53	8	11
15,2484	37,9833	0	1	8	8	6	11	-8	-4	21	29	0	-1	9	-9	24	53	7	29
15,3369	37,9782	2	2	9	9	26	27	-7	-3	23	31	7	5	7	-10	28	57	35	63
15,6909	37,9571	2	2	11	13	11	1	-3	2	28	37	-7	10	2	-5	34	62	17	36
15,7794	37,9517	1	3	10	11	11	7	-5	3	27	38	-5	16	8	-7	34	61	19	51
15,8678	37,9461	1	8	11	12	9	3	-5	0	27	36	-8	13	1	-7	32	62	14	49
15,9563	37,9405	2	4	11	13	15	8	-4	1	28	37	2	10	2	-6	34	64	15	62
16,0447	37,9348	1	2	11	14	11	15	-4	2	28	40	6	8	2	-5	36	66	23	60
12,7679	38,1619	-6	-1	2	3	17	0	-10	-8	4	9	25	12	-5	-10	7	21	14	35
13,1237	38,1506	-6	1	11	12	10	-1	-10	-8	26	36	8	8	-3	-9	32	61	8	29
13,2126	38,1476	-5	1	10	10	13	2	-10	-10	24	33	8	11	-2	-9	29	59	8	27
13,3015	38,1445	-5	0	10	9	16	4	-11	-10	23	32	13	16	-4	-9	29	61	19	45
14,7227	38,0831	-6	0	7	7	-2	4	-7	-14	19	28	10	11	-11	-15	25	56	6	22
14,8114	38,0786	-2	5	6	6	5	9	-6	-10	17	26	14	7	-8	-13	23	53	7	21
14,9001	38,0740	0	8	8	8	11	7	-6	-8	20	29	15	-3	-4	-10	26	57	7	11
14,9888	38,0692	1	8	7	7	15	7	-4	-5	19	28	16	-4	-2	-6	25	57	8	10
15,0775	38,0644	1	9	7	5	-3	-4	-5	-3	17	27	12	-8	-1	-4	23	56	2	13
15,1662	38,0595	-1	5	7	4	3	6	-10	-8	17	26	10	-3	-4	-7	22	53	3	11
15,2549	38,0546	-1	5	7	5	4	8	-10	-7	16	25	3	-10	0	-9	22	51	-3	12
15,3435	38,0495	-1	3	8	8	17	15	-9	-5	22	29	8	2	0	-10	25	54	25	40
15,4322	38,0444	0	2	9	10	5	9	-7	-3	25	33	3	3	2	-9	30	59	21	59
15,6980	38,0284	0	2	10	11	-3	2	-6	-3	25	35	-6	-10	1	-8	31	60	3	17
15,7866	38,0230	-2	0	8	9	9	5	-9	1	22	31	-8	-1	2	-14	27	60	21	38
15,8751	38,0174	-3	14	7	7	15	22	-12	-4	17	25	6	16	-6	-18	22	53	38	66
15,9637	38,0117	-3	5	8	8	23	30	-13	-2	21	29	18	21	-2	-15	26	57	35	76
16,0522	38,0060	0	4	9	13	15	26	-9	3	26	38	10	16	0	-9	32	62	27	55
13,3056	38,2159	-5	0	2	3	17	1	-9	-7	3	6	13	10	-4	-8	6	21	15	32
14,8174	38,1499	-2	3	2	2	2	6	-4	-6	6	11	10	4	-5	-8	8	25	4	26
14,9062	38,1453	-2	4	9	9	4	15	-4	-6	23	32	20	-2	-5	-7	30	60	4	20
14,9950	38,1406	-1	8	2	3	2	7	-3	-3	5	11	15	-2	-2	-4	8	25	3	13
15,1726	38,1309	-1	6	8	7	-2	7	-8	-7	22	31	8	-6	-5	-8	29	61	7	20
15,2614	38,1259	-2	5	7	5	-4	6	-9	-10	17	26	6	-4	-4	-9	22	53	3	18
15,3501	38,1208	-2	5	7	6	19	18	-9	-8	17	26	17	-1	-3	-9	23	51	12	36
15,4389	38,1157	-1	5	10	10	11	11	-7	-3	24	32	6	6	1	-7	29	60	16	67
15,7050	38,0997	0	3	9	9	-13	7	-10	-11	22	31	-5	-5	-6	-14	27	58	4	6
15,7937	38,0942	0	1	4	3	-8	10	-12	-11	12	19	-4	-5	-8	-17	17	46	9	17
15,8824	38,0887	-6	1	6	5	7	14	-11	-8	15	23	1	-1	-8	-19	21	52	13	47
15,9710	38,0830	-5	5	6	6	8	11	-20	-5	17	24	1	2	-3	-24	21	49	31	62
16,0597	38,0773	-3	5	10	10	22	25	-16	2	24	34	13	18	-2	-17	28	58	37	73
16,1483	38,0714	3	12	1	2	21	30	-4	11	7	13	11	34	0	-5	12	43	31	62
15,2679	38,1972	-2	8	2	2	-1	12	-6	-7	5	10	14	3	-2	-8	7	22	13	32
15,3568	38,1921	-2	7	7	4	5	15	-8	-7	18	26	15	1	-3	-9	23	53	11	29
15,4456	38,1870	-1	7	8	6	6	12	-7	-4	20	28	14	-5	-4	-8	25	55	18	38
15,5345	38,1817	-1	5	13	13	3	14	-8	-4	29	38	12	-4	-4	-8	35	66	12	38
15,7121	38,1710	-2	4	8	6	-10	8	-14	-17	18	27	-3	-1	-8	-17	24	52	6	11
15,8009	38,1655	-4	7	5	3	-9	14	-13	-13	12	19	0	-2	-9	-18	16	44	4	22
15,8897	38,1599	-5	5	4	3	3	7	-10	-8	11	16	-2	-1	-5	-15	15	39	11	32
15,9784	38,1543	-7	6	6	4	8	11	-15	-3	14	22	4	12	-3	-20	19	49	17	61
16,0672	38,1485	-5	7	9	9	24	19	-18	-1	24	33	14	17	-5	-20	28	57	33	77
16,1559	38,1427	4	8	12	14	12	22	-8	10	31	41	-10	26	1	-8	36	62	29	56
15,5413	38,2530	-3	5	11	9	2	9	-9	-6	25	34	6	-3	-4	-10	32	63	11	36
15,7192	38,2423	0	5	2	3	-6	10	-16	-15	5	11	1	5	-7	-17	9	25	13	16
15,8081	38,2368	-2	7	6	5	-11	5	-15	-15	15	23	-6	1	-9	-18	20	49	2	9
15,8970	38,2312	1	11	4	3	-1	13	-10	-9	11	18	-6	2	-5	-12	15	44	3	19
15,9859	38,2255	-1	11	5	5	7	15	-10	-2	15	22	-3	8	-2	-12	20	49	19	38
16,0747	38,2198	-3	9	8	7	14	23	-13	0	22	31	1	17	-4	-15	26	56	30	66
16,1636	38,2139	-1	7	10	12	7	22	-11	4	26	35	-5	23	1	-10	32	60	21	52
15,9043	38,3025	-1	6	9	8	-11	5	-15	-13	22	30	-5	-1	-9	-17	27	57	-1	11
15,9933	38,2968	-1	9	9	6	-1	8	-12	-11	19	27	-7	-3	-7	-15	25	54	-2	8
16,0823	38,2910	-2	9	7	6	1	7	-11	-6	19	26	-7	0	-4	-12	24	53	7	28
16,1712	38,2852	-5	5	8	8	17	22	-13	-5	22	31	-10	15	-4	-15	27	56	19	47
16,2601	38,2793	1	5	9	12	-2	2	-9	1	27	36	-10	18	2	-9	33	62	11	29
15,9116	38,3737	-2	5	10	9	-5	7	-16	-13	25	34	3	9	-7	-14	31	64	15	21
16,0007	38,3681	-1	6	10	8	-3	8	-18	-13	25	33	-1	-3	-10	-22	31	62	1	7
16,0898	38,3623	-2	9	8	6	-3	11	-15	-12	18	26	-3	1	-9	-17	23	53	5	11
16,1789	38,3564	-3	7	6	5	11	6	-11	-11	17	24	-8	0	-2	-14	21	51	12	25
16,2679	38,3505	0	8	8	8	11	17	-10	-7	22	30	-9	20	-3	-13	27	56	20	37
16,3569	38,3445	-2	5	9	11	3	3	-10	-3	26	36	-10	3	-1	-10	32	62	11	17
16,4459	38,3384	-1	8	12	16	13	7	-6	2	31	41	-1	10	0	-7	38	66	26	44
14,9368	38,5020	-3	3	1	1	15	14	-8	-4	2	5	11	20	-4	-6	3	12	20	35
15,9190	38,4450	-2	8	11	11	-3	7	-15	-11	26	36	7	17	-5	-12	34	67	23	31
16,0082	38,4393	4	14	11	11	-5	5	-20	-13	27	36	6	8	-8	-22	34	63	1	4
16,0974	38,4335	0	11	10	8	-2	10	-18	-16	22	30	-2	-2	-11	-22	28	58	6	18
16,1865	38,4277	-3	8	5	4	3	8	-15	-14	15	22	-5	2	-7	-19	19	48	12	12
16,2757	38,4217	-3	9	6	5	16	10	-10	-12	17	24	-7	13	-4	-15	22	52	15	28
16,3648	38,4157	-6	5	8	8	16	8	-16	-10	21	31	-5	10	-7	-17	26	57	18	43
16,4540	38,4096	-3	8	10	12	11	7	-11	0	26	36	-3	15	-2	-12	33	63	22	31
16,5431	38,4034	-1	11	13	16	10	16	-6	7	32	43	2	18	0	-7	40	67	20	27
14,8534	38,5780	-4	2	1	1	13	17	-8	-5	2	4	9	16	-5	-6	3	11	24	37
15,9264	38,5163	-1	9	11	10	4	11	-11	-9	23	33	9	14	-4	-11	31	61	14	25
16,0157	38,5106	1	14	12	10	-2	11	-14	-11	27	35	11	7	-8	-16	33	61	15	13
16,1050	38,5048	2	14	11	9	-6	5	-15	-16	25	33	-3	-4	-10	-21	30	58	3	11
16,1942	38,4989	-6	10	8	6	1	4	-15	-17	19	26	-12	-2	-10	-22	25	54	2	2
16,2835	38,4930	-6	8	5	4	8	4	-10	-13	15	20	-6	3	-6	-16	18	47	10	20
16,3727	38,4869	-8	7	6	5	20	17	-12	-11	19	26	-2	17	-5	-16	23	53	20	32
16,4620	38,4808	-7	7	9	10	16	23	-15	-2	24	33	2	21	-6	-18	29	58	20	45
16,5512	38,4746	-2	12	12	14	15	31	-7	8	29	40	3	28	0	-8	36	63	26	38
15,9337	38,5875	-2	8	10	9	-4	0	-7	-8	26	33	10	5	-3	-11	31	60	10	18
16,0232	38,5818	-3	10	10	10	1	11	-9	-10	27	35	8	1	-6	-13	32	58	15	23
16,1126	38,5760	-1	11	10	9	0	10	-12	-13	27	35	-1	0	-10	-19	33	59	9	17
16,2019	38,5702	-4	10	9	7	-8	0	-12	-16	22	29	-8	-5	-10	-20	27	58	0	6
16,2913	38,5642	-6	8	6	4	-5	9	-8	-13	15	22	-6	-4	-7	-16	19	49	-1	6
16,3807	38,5582	-8	7	6	5	5	13	-9	1	18	24	-13	4	-4	-16	22	51	7	22
16,4700	38,5520	-8	6	8	9	11	21	-14	-3	21	31	1	22	-5	-18	26	56	17	32
16,5593	38,5458	-4	10	10	14	17	33	-6	6	28	37	5	32	-3	-12	34	61	28	40
15,9411	38,6588	-1	8	8	7	-2	7	-7	-6	19	28	12	10	-3	-10	25	58	10	23
16,0307	38,6531	-2	10	10	9	-3	6	-8	-6	25	33	10	2	-4	-9	31	64	12	28
16,1202	38,6473	1	13	10	9	-4	10	-10	-9	25	34	-1	1	-7	-13	32	63	12	20
16,2097	38,6414	1	13	9	7	-2	11	-11	-10	23	31	-1	-1	-9	-17	29	60	8	11
16,2992	38,6354	-4	12	7	5	-2	7	-9	-12	19	25	-8	-7	-9	-15	24	53	-1	2
16,3886	38,6294	-8	7	6	5	2	8	-9	3	18	25	-10	-3	-7	-15	23	53	7	18
16,4781	38,6233	-9	7	8	9	11	17	-13	-3	23	32	-9	7	-7	-18	28	56	10	26
8,6556	38,9084	-3	12	12	12	4	9	-7	-5	27	37	32	25	-2	-3	33	64	29	27
8,8359	38,9108	-6	10	9	12	11	19	-10	-9	26	35	26	27	-5	-8	31	63	34	41
16,0382	38,7243	-1	8	1	2	2	7	-6	-4	3	6	12	11	-2	-6	5	16	13	29
16,1278	38,7185	1	10	1	2	2	10	-10	-9	4	7	5	11	-5	-7	6	17	15	25
16,2174	38,7127	2	15	8	6	2	7	-11	-11	21	29	3	2	-9	-14	27	59	11	11
16,3070	38,7067	-2	14	9	7	0	7	-9	-8	20	27	-2	-4	-8	-12	26	55	-1	7
16,3966	38,7006	-7	7	8	8	3	7	-10	-7	21	29	-9	-11	-7	-14	28	56	4	8
16,4861	38,6945	-8	5	9	10	10	18	-10	-2	24	34	-7	6	-7	-15	30	59	17	24
8,6539	38,9799	-5	10	12	12	5	1	-9	-7	29	37	18	21	-5	-7	34	62	16	22
8,7442	38,9812	-8	9	12	12	1	10	-13	-11	28	38	25	21	-8	-10	33	62	21	24
8,8344	38,9823	-9	9	10	12	8	17	-14	-12	26	35	30	29	-9	-11	31	61	33	33
8,9247	38,9834	-9	7	8	10	17	32	-13	-12	23	30	39	40	-10	-11	27	58	49	49
16,2252	38,7839	1	16	8	6	-1	14	-11	-9	19	27	11	13	-9	-13	26	58	23	19
16,3149	38,7779	-2	14	8	6	1	3	-8	-8	18	26	-3	-7	-8	-11	25	56	6	2
16,4046	38,7719	-4	8	9	8	5	11	-7	-6	21	30	-7	0	-6	-8	28	57	7	9
16,4942	38,7657	-5	5	10	11	9	10	-9	-6	26	35	-7	5	-7	-12	33	59	17	29
8,3811	39,0471	-2	11	10	9	13	16	-4	-4	22	33	24	18	-2	-3	30	58	30	30
8,6522	39,0514	-7	10	12	12	2	2	-10	-10	29	38	18	20	-7	-10	34	61	18	24
8,7426	39,0526	-8	11	11	11	8	13	-12	-12	26	35	16	19	-9	-10	32	60	23	22
8,8330	39,0538	-6	13	9	9	13	25	-11	-10	23	32	35	28	-9	-10	29	56	33	40
8,9234	39,0549	-6	10	8	10	23	32	-12	-10	24	33	55	58	-10	-10	29	57	56	52
9,0138	39,0559	-7	6	10	12	30	39	-11	-10	27	34	45	65	-8	-9	32	63	66	57
16,2329	38,8551	1	17	7	6	-2	10	-10	-8	16	23	3	5	-8	-11	21	55	22	17
16,3227	38,8492	-4	13	6	5	8	7	-12	-10	16	23	3	-6	-9	-12	21	52	12	10
16,4125	38,8431	-6	7	8	7	7	2	-10	-9	20	27	-4	-7	-8	-10	26	56	9	22
16,5023	38,8369	-5	7	11	11	11	8	-9	-8	27	34	0	6	-5	-10	32	60	23	33
16,5921	38,8307	-4	11	12	14	5	4	-8	-6	31	40	-6	7	-4	-9	37	64	22	27
8,2886	39,1170	-2	10	1	1	10	17	-5	-6	4	7	26	20	-3	-5	7	20	29	25
8,4695	39,1201	-3	11	11	10	13	8	-6	-6	26	36	25	30	-3	-6	32	62	24	29
8,5600	39,1216	-4	11	12	12	9	5	-7	-7	28	38	21	25	-3	-8	34	62	21	25
8,6505	39,1229	-6	11	12	12	6	11	-9	-10	29	38	13	20	-7	-11	35	60	19	23
8,7410	39,1241	-5	14	11	12	5	8	-9	-10	27	36	11	10	-8	-10	33	59	15	15
8,8315	39,1253	-3	16	9	9	19	29	-9	-9	25	33	29	27	-8	-8	30	55	35	29
8,9220	39,1264	-4	12	9	10	25	35	-10	-9	25	33	48	47	-8	-9	29	56	53	59
16,2407	38,9264	2	16	5	4	-1	6	-11	-10	13	19	3	5	-7	-12	18	47	23	12
