lon	lat	2040_RCP45	2040_RCP85	2070_RCP45	2070_RCP85	2100_RCP45	2100_RCP85
13,56321716	42,42982483	1,533333333	1,166666667	6,066666667	10,2	9,266666667	33
13,65914059	42,42637634	2	1,333333333	7,866666667	11,73333333	10,66666667	33,9
13,75505257	42,4228363	2,4	2,3	9,2	13,5	12,9	37,36666667
13,85095215	42,4192009	4,833333333	4,6	17,13333333	23,7	23	52,2
13,94683933	42,41547775	10,36666667	11,03333333	26,53333333	33,5	31,9	59,8
14,04271507	42,41166306	11	12,36666667	28,2	34,76666667	32,76666667	61,23333333
14,13857841	42,40775681	11,6	12,9	27,4	36	32,3	62,2
14,23442745	42,40375519	6,666666667	8,9	21,96666667	30,1	27,43333333	58,96666667
14,33026409	42,39966583	1,1	0,7	2,733333333	5,866666667	5,5	24,1
11,26004791	42,55661392	10,8	11,9	32,23333333	39,53333333	38,03333333	69,76666667
11,35628223	42,55536652	11,4	12	32,5	39,7	38,13333333	68,73333333
11,45251179	42,55402374	11,56666667	11,5	32,66666667	39,76666667	37,7	68,5
11,54873753	42,55258942	11,46666667	10,93333333	32,66666667	39,03333333	37,23333333	68
11,64495754	42,55106354	10,06666667	9,733333333	31,36666667	37,66666667	35,5	66,96666667
11,74117279	42,54944229	8,266666667	7,6	28,6	35,73333333	33,83333333	65,86666667
11,83738232	42,54773331	8,533333333	7,433333333	28,66666667	34,93333333	33,53333333	64,33333333
11,93358707	42,54593277	3,533333333	3,033333333	11,7	19,2	18,23333333	50,16666667
12,0297842	42,54403687	9,066666667	7,666666667	29,16666667	35,96666667	33,03333333	63,96666667
12,12597656	42,54205322	12	9,933333333	31,23333333	38,16666667	35,86666667	63,23333333
12,22216129	42,53997421	13,03333333	10,53333333	32,46666667	37,7	36,06666667	62,1
12,31833839	42,53780365	13,16666667	10,93333333	32,46666667	38,3	36,1	62,5
12,41450882	42,53554153	12,26666667	10,9	32,33333333	38,6	35,53333333	63,53333333
12,51067162	42,53318787	12,6	10,7	32,36666667	38,93333333	36,03333333	63,36666667
12,60682678	42,53074265	12,46666667	10,43333333	32,93333333	39,76666667	36,3	63,86666667
12,70297337	42,52820587	10,23333333	8,633333333	30,9	37,86666667	34,6	65,03333333
12,79911137	42,52557755	6,2	5,666666667	23,36666667	28,83333333	28,86666667	62,76666667
12,89524078	42,52285767	2,666666667	1,166666667	9,733333333	16,03333333	15,5	46,1
12,99136162	42,52004623	1,433333333	0,566666667	6,633333333	11,2	11,5	39
13,08747196	42,51713943	2,7	1,366666667	10,16666667	15,93333333	16,2	46,46666667
13,18357372	42,5141449	4,133333333	3,8	15,66666667	21,6	22,5	53,83333333
13,27966404	42,51105881	3,466666667	2,566666667	13,4	19,9	19,56666667	50,86666667
13,37574482	42,50787735	2,166666667	1,033333333	7,866666667	13	12,53333333	40,53333333
13,47181511	42,50460815	1,2	0,566666667	5,233333333	8,866666667	8,9	31,53333333
13,56787491	42,50124359	1,766666667	1,1	8,033333333	12,06666667	11,06666667	35,23333333
13,66392231	42,49779129	2,2	1,733333333	9,9	14,7	13,3	39,63333333
13,75995922	42,49424362	5,2	5,166666667	17,73333333	23,83333333	23,36666667	52,73333333
13,85598373	42,4906044	9,566666667	10,16666667	25,03333333	31,9	30,46666667	58,83333333
13,9519968	42,48687744	10,13333333	10,76666667	25,6	32,93333333	31,26666667	59,86666667
14,04799652	42,48305511	8,866666667	10,66666667	24,7	33	29,6	59,8
14,14398384	42,47914505	5,6	6,833333333	19,46666667	27,36666667	25,1	57,73333333
11,1653347	42,62926483	11,6	12,7	32,7	40,76666667	38,63333333	70,76666667
11,26169872	42,62810516	10,56666667	11	31,1	39,36666667	37,5	68,56666667
11,35805893	42,62685394	10,6	10,9	31,63333333	39,16666667	37,06666667	68,33333333
11,45441437	42,62550735	10,7	10,66666667	31,43333333	38,53333333	36,53333333	67,3
11,55076599	42,62407303	10,2	9,833333333	31,1	37,66666667	35,3	65,9
11,64711285	42,62254333	10,03333333	9,166666667	30,9	36,73333333	34,4	65,7
11,74345398	42,6209259	8,1	6,666666667	28,16666667	34,33333333	33,16666667	64,93333333
11,83978939	42,6192131	8	6,666666667	26,8	33,76666667	31,9	64,03333333
11,93611908	42,61740875	2,733333333	2,066666667	9,5	15,1	14,93333333	46,26666667
12,03244305	42,61550903	9,033333333	8,333333333	29,66666667	36,2	33,86666667	64,73333333
12,12876034	42,61352158	11,5	9,933333333	31,33333333	38,16666667	35,76666667	63,43333333
12,22507095	42,61144257	12,5	9,9	31,83333333	37,23333333	35,66666667	61,46666667
12,32137489	42,60926819	12,56666667	10,3	31,73333333	38,06666667	36,06666667	63,36666667
12,4176712	42,60700607	11,4	9,666666667	31,83333333	37,9	34,83333333	63,5
12,51395893	42,60464859	12,4	10,2	32,46666667	38,4	35,3	63,83333333
12,61023998	42,60219955	11,46666667	9,866666667	32,16666667	38,66666667	35,8	63,8
12,70651245	42,59965897	9,333333333	8,533333333	30,43333333	36,76666667	33,93333333	64,9
12,80277634	42,59702682	5,633333333	5,033333333	20,43333333	26	26,33333333	59,76666667
12,89903069	42,59430313	2,433333333	0,966666667	9	15,13333333	14,86666667	44,7
12,99527645	42,59148788	2,1	0,9	8,033333333	13,1	13,83333333	42,83333333
13,09151363	42,58857727	3,2	2,1	12,96666667	19	19,3	50,3
13,18773937	42,58557892	3,866666667	3,1	14,7	20,7	20,96666667	52,53333333
13,28395653	42,58248901	2,166666667	0,866666667	8,333333333	12,96666667	13,16666667	41,76666667
13,38016224	42,57930374	0,7	0,3	3,666666667	6,9	6,166666667	26,7
